student_id,major,gpa,taken_subjects,interests
SV10567,Kế toán,6.7,"Giáo dục thể chất, Kế toán tài chính, Marketing cơ bản, Quản trị nhân sự, Giáo dục quốc phòng - An ninh, Kế toán quản trị, Kinh tế vĩ mô, Kỹ năng mềm, Xác suất thống kê, Marketing số","Marketing số, Kinh doanh quốc tế, Khởi nghiệp"
SV10568,Kỹ thuật y sinh,5.8,"Giáo dục quốc phòng - An ninh, Môn tự chọn 2, Môn tự chọn 3, Tin học cơ bản, Kỹ thuật y sinh, Xác suất thống kê, Giáo dục thể chất, Triết học Mác-Lênin, Công nghệ nano y sinh, Kỹ thuật tế bào, Tiếng Anh chuyên ngành, Hình ảnh y khoa, Công nghệ sinh học ứng dụng, Kỹ thuật mô sinh học, Tư duy logic và giải quyết vấn đề, Sinh học phân tử, Môn tự chọn 4, Kỹ năng mềm, Giải tích, Công nghệ gen, Vật liệu sinh học, Tư tưởng Hồ Chí Minh, Môn tự chọn 1, Thiết bị y tế, Toán cao cấp",Phát triển ứng dụng di động
SV10569,Kế toán,7.3,"Tài chính quốc tế, Marketing cơ bản, Giáo dục thể chất, Toán cao cấp, Tài chính doanh nghiệp, Xác suất thống kê, Tư duy logic và giải quyết vấn đề, Tiếng Anh chuyên ngành, Quản trị chiến lược, Kế toán quản trị, Triết học Mác-Lênin, Kỹ năng mềm, Ngân hàng thương mại, Kinh tế vi mô, Kinh tế lượng, Tin học cơ bản, Thương mại điện tử, Kế toán tài chính, Chuỗi cung ứng, Kinh tế vĩ mô, Giải tích, Kinh tế quốc tế, Logistics, Giáo dục quốc phòng - An ninh, Quản trị kinh doanh, Kinh tế phát triển, Tư tưởng Hồ Chí Minh, Quản trị nhân sự","Bán hàng, Robot học, Kinh doanh quốc tế"
SV10570,Hệ thống thông tin,7.7,"Kỹ năng mềm, Toán cao cấp, Tiếng Anh chuyên ngành, Lập trình C/C++, Trí tuệ nhân tạo, Tư duy logic và giải quyết vấn đề, Phân tích và thiết kế hệ thống, Hệ thống phân tán, Học sâu, Xử lý ngôn ngữ tự nhiên, Blockchain cơ bản, Mật mã học, Giáo dục quốc phòng - An ninh, Cyber Security nâng cao, Hệ điều hành, Thiết kế giao diện người dùng, An ninh mạng cơ bản, Quản lý dự án CNTT, Xác suất thống kê, Lập trình di động iOS/Android, Cơ sở dữ liệu, Internet of Things, Cấu trúc dữ liệu và Giải thuật, Triết học Mác-Lênin, Giải tích, Big Data và Hadoop, Lập trình web nâng cao, Phát triển phần mềm doanh nghiệp, Tư tưởng Hồ Chí Minh, Phát triển ứng dụng di động, Lập trình Python, Giáo dục thể chất, Kỹ thuật phần mềm nâng cao, Lập trình hướng đối tượng, Hệ thống nhúng, Thị giác máy tính","DevOps, Phát triển ứng dụng di động"
SV10571,Kinh tế số,9.4,"Tư duy logic và giải quyết vấn đề, Kinh tế quốc tế, Chuỗi cung ứng, Kinh tế vĩ mô, Kinh tế phát triển, Quản trị nhân sự, Kinh tế lượng, Marketing cơ bản, Quản trị kinh doanh, Ngân hàng thương mại, Toán cao cấp, Quản trị chiến lược, Tiếng Anh chuyên ngành, Kỹ năng mềm, Giải tích, Logistics, Giáo dục thể chất, Tư tưởng Hồ Chí Minh, Kinh tế vi mô","Quản trị dự án, Marketing số, Thương mại điện tử"
SV10572,Quản trị khách sạn,8,"Tư tưởng Hồ Chí Minh, Tư duy logic và giải quyết vấn đề, Triết học Mác-Lênin, Toán cao cấp, Tài chính quốc tế, Kinh tế vi mô, Tài chính doanh nghiệp, Kinh tế phát triển, Xác suất thống kê, Ngân hàng thương mại, Kinh tế lượng, Thương mại điện tử, Tin học cơ bản","Bán hàng, Kinh doanh quốc tế"
SV10573,Thiết kế thời trang,7.5,"Môn tự chọn 1, Triết học Mác-Lênin, Tiếng Anh chuyên ngành, Giáo dục quốc phòng - An ninh, Giáo dục thể chất, Tư tưởng Hồ Chí Minh, Tư duy logic và giải quyết vấn đề, Giải tích, Toán cao cấp, Kỹ năng mềm, Xác suất thống kê, Tin học cơ bản, Môn tự chọn 2","Âm nhạc, Thơ ca, Vẽ tranh, Học ngoại ngữ"
SV10574,Quản trị kinh doanh,8.5,"Tư tưởng Hồ Chí Minh, Giáo dục thể chất, Chuỗi cung ứng, Tiếng Anh chuyên ngành, Tin học cơ bản, Quản trị nhân sự, Kinh tế lượng, Ngân hàng thương mại, Tài chính doanh nghiệp, Quản trị chiến lược, Kinh tế quốc tế","Fintech, Thương mại điện tử, Đầu tư, Marketing số, Bán hàng"
SV10575,Kiến trúc,5.5,"Vật liệu xây dựng, Quản lý dự án xây dựng, Môn tự chọn 1, Toán cao cấp, Xác suất thống kê, Giải tích, Môn tự chọn 9, Công trình ngầm, Môn tự chọn 3, Kiến trúc cảnh quan, Môn tự chọn 5, Cơ sở hạ tầng đô thị, Kết cấu bê tông cốt thép, Triết học Mác-Lênin, Môn tự chọn 4, Kết cấu thép, Kỹ thuật địa kỹ thuật, Môn tự chọn 6, Môn tự chọn 2, Kỹ thuật xây dựng, Thiết kế đô thị, Giáo dục quốc phòng - An ninh, Kỹ năng mềm, Tư duy logic và giải quyết vấn đề, Môn tự chọn 8, Thiết kế kiến trúc nội thất, Tư tưởng Hồ Chí Minh, Cầu và đường, Môn tự chọn 7, Tin học cơ bản, Tiếng Anh chuyên ngành, Giáo dục thể chất","Phát triển web, Phân tích dữ liệu"
SV10576,Du lịch,7.9,"Mạng máy tính, Hệ thống phân tán, Cloud Computing - AWS/Azure, Tiếng Anh chuyên ngành, Cyber Security nâng cao, Lập trình hướng đối tượng, Phát triển ứng dụng di động, Lập trình di động iOS/Android, Giải tích, Trí tuệ nhân tạo, Hệ thống nhúng, Lập trình Python, Lập trình web nâng cao, Kỹ năng mềm, Toán cao cấp, Tư tưởng Hồ Chí Minh, Phát triển ứng dụng web, Cấu trúc dữ liệu và Giải thuật, An toàn thông tin, Hệ điều hành, Thị giác máy tính, Học sâu, Mật mã học, Kỹ thuật phần mềm nâng cao, Phát triển game, Giáo dục quốc phòng - An ninh, Machine Learning với TensorFlow, Cơ sở dữ liệu, Xử lý ngôn ngữ tự nhiên, Lập trình C/C++, Internet of Things, Xác suất thống kê, Quản lý dự án CNTT","Internet of Things, Phân tích dữ liệu, Big Data, Cyber Security"
SV10577,Blockchain và Tiền mã hóa,8.5,"Internet of Things, Giải tích, Hệ thống phân tán, Học máy, Trí tuệ nhân tạo, Tiếng Anh chuyên ngành, Thiết kế giao diện người dùng, Cơ sở dữ liệu, Thị giác máy tính, Phát triển game, Lập trình di động iOS/Android, Lập trình C/C++, Phân tích và thiết kế hệ thống, Phát triển ứng dụng di động","Robot học, Phát triển ứng dụng di động, Trí tuệ nhân tạo"
SV10578,Marketing,6.2,"Tư duy logic và giải quyết vấn đề, Kinh tế lượng, Kinh tế vĩ mô, Kế toán tài chính, Kinh tế vi mô, Quản trị kinh doanh, Tiếng Anh chuyên ngành, Kế toán quản trị, Kinh tế phát triển, Triết học Mác-Lênin, Giải tích, Tài chính doanh nghiệp, Thương mại điện tử, Marketing số, Toán cao cấp","Marketing số, Kinh doanh quốc tế, Bán hàng, Fintech"
SV10579,Điều dưỡng,8.8,"Bệnh học ngoại khoa, Hóa sinh y học, Kỹ năng mềm, Dược lý học, Y học dự phòng, Toán cao cấp, Tin học cơ bản, Giải phẫu học, Giải tích, Y học cổ truyền, Bệnh học nội khoa, Xác suất thống kê, Dược lý lâm sàng, Tư duy logic và giải quyết vấn đề, Vi sinh y học, Môn tự chọn 1, Dược lâm sàng, Giáo dục thể chất, Bệnh học truyền nhiễm, Sinh lý học, Giáo dục quốc phòng - An ninh, Miễn dịch học, Tiếng Anh chuyên ngành, Triết học Mác-Lênin, Tư tưởng Hồ Chí Minh, Dinh dưỡng học","Thương mại điện tử, Đọc sách, Khiêu vũ, Ẩm thực"
SV10580,Logistics và Quản lý chuỗi cung ứng,8,"An ninh mạng cơ bản, Giải tích, Lập trình Java, Cloud Computing - AWS/Azure, Hệ thống nhúng, Phát triển ứng dụng web, Kỹ năng mềm, Tư tưởng Hồ Chí Minh, Giáo dục quốc phòng - An ninh, Tư duy logic và giải quyết vấn đề, Phân tích và thiết kế hệ thống, Kỹ thuật phần mềm nâng cao, DevOps và CI/CD, Lập trình Python, Toán cao cấp, Trí tuệ nhân tạo, Hệ thống phân tán, Internet of Things, Cấu trúc dữ liệu và Giải thuật, Lập trình hướng đối tượng, Quản lý dự án CNTT, Mạng máy tính, Phát triển game, Xác suất thống kê, Thiết kế giao diện người dùng, Giáo dục thể chất, Machine Learning với TensorFlow, Blockchain cơ bản, Tiếng Anh chuyên ngành, Cyber Security nâng cao, An toàn thông tin, Học máy","Trí tuệ nhân tạo, Thiết kế UI/UX, Machine Learning"
SV10581,Kinh tế số,7.3,"Tin học cơ bản, Kinh tế lượng, Quản trị nhân sự, Kinh tế phát triển, Kỹ năng mềm, Kinh tế vi mô, Kế toán tài chính, Logistics, Kế toán quản trị, Giáo dục quốc phòng - An ninh, Giải tích, Marketing số, Marketing cơ bản, Kinh tế quốc tế, Ngân hàng thương mại, Tài chính doanh nghiệp, Giáo dục thể chất, Quản trị kinh doanh, Tài chính quốc tế, Tư duy logic và giải quyết vấn đề, Triết học Mác-Lênin, Tiếng Anh chuyên ngành, Thương mại điện tử, Chuỗi cung ứng, Quản trị chiến lược, Xác suất thống kê","Quản trị dự án, Khởi nghiệp, Thương mại điện tử"
SV10582,Thiết kế đồ họa,8.3,"Môn tự chọn 5, Môn tự chọn 4, Môn tự chọn 28, Môn tự chọn 3, Giáo dục thể chất, Môn tự chọn 22, Môn tự chọn 17, Môn tự chọn 6, Môn tự chọn 19, Tư duy logic và giải quyết vấn đề, Giáo dục quốc phòng - An ninh, Môn tự chọn 10, Môn tự chọn 14, Tư tưởng Hồ Chí Minh, Tin học cơ bản, Môn tự chọn 27, Kỹ năng mềm, Môn tự chọn 11, Môn tự chọn 18, Môn tự chọn 25, Môn tự chọn 20, Môn tự chọn 13, Môn tự chọn 24, Giải tích, Môn tự chọn 9, Môn tự chọn 8, Xác suất thống kê, Môn tự chọn 23, Môn tự chọn 7, Môn tự chọn 12, Triết học Mác-Lênin, Tiếng Anh chuyên ngành, Môn tự chọn 15, Môn tự chọn 2, Môn tự chọn 26, Toán cao cấp, Môn tự chọn 1, Môn tự chọn 16, Môn tự chọn 21","Nhiếp ảnh, Vẽ tranh"
SV10583,Công nghệ đa phương tiện,10,"Học sâu, Giáo dục thể chất, Tư tưởng Hồ Chí Minh, Giải tích, Blockchain cơ bản, Học máy, DevOps và CI/CD, Thị giác máy tính, Tin học cơ bản, Big Data và Hadoop, Kỹ thuật phần mềm nâng cao, Phát triển ứng dụng di động, Mật mã học, Xác suất thống kê, Lập trình Java, Cấu trúc dữ liệu và Giải thuật, Cloud Computing - AWS/Azure, Hệ thống nhúng, Giáo dục quốc phòng - An ninh, Toán cao cấp, Xử lý ngôn ngữ tự nhiên, Hệ điều hành, Lập trình hướng đối tượng, Kỹ năng mềm, Cyber Security nâng cao, Phát triển ứng dụng web, Phát triển phần mềm doanh nghiệp, Trí tuệ nhân tạo, An ninh mạng cơ bản, Phát triển game","Machine Learning, Robot học, Game Development, Phát triển ứng dụng di động"
SV10584,Thiết kế thời trang,7.9,"Tư tưởng Hồ Chí Minh, Xác suất thống kê, Môn tự chọn 1, Môn tự chọn 14, Môn tự chọn 4, Môn tự chọn 15, Môn tự chọn 16, Môn tự chọn 21, Môn tự chọn 19, Giải tích, Môn tự chọn 2, Môn tự chọn 12, Môn tự chọn 18, Môn tự chọn 7, Tin học cơ bản, Môn tự chọn 5, Môn tự chọn 10, Toán cao cấp, Giáo dục thể chất, Môn tự chọn 8, Môn tự chọn 9, Tư duy logic và giải quyết vấn đề, Tiếng Anh chuyên ngành, Môn tự chọn 17, Triết học Mác-Lênin, Giáo dục quốc phòng - An ninh, Môn tự chọn 20, Môn tự chọn 3, Môn tự chọn 6, Môn tự chọn 13, Môn tự chọn 11, Kỹ năng mềm",Vẽ tranh
SV10585,An ninh mạng,7.9,"Phát triển phần mềm doanh nghiệp, Tin học cơ bản, Hệ thống nhúng, Blockchain cơ bản, Lập trình di động iOS/Android, Internet of Things, Tiếng Anh chuyên ngành, Học sâu, Xử lý ngôn ngữ tự nhiên, Trí tuệ nhân tạo, Tư tưởng Hồ Chí Minh, Giáo dục quốc phòng - An ninh, An ninh mạng cơ bản, Phát triển game, Mạng máy tính, Lập trình web nâng cao, Giáo dục thể chất, Kỹ năng mềm, Cloud Computing - AWS/Azure, Kỹ thuật phần mềm nâng cao, DevOps và CI/CD, Toán cao cấp, Phân tích và thiết kế hệ thống, Lập trình C/C++, Tư duy logic và giải quyết vấn đề, Lập trình hướng đối tượng, Lập trình Java, Học máy, Phát triển ứng dụng web, Cyber Security nâng cao, Machine Learning với TensorFlow","Phát triển ứng dụng di động, Phát triển web, Cyber Security"
SV10586,Tài chính - Ngân hàng,7.2,"Tài chính quốc tế, Kinh tế vĩ mô, Chuỗi cung ứng, Kế toán quản trị, Logistics, Kế toán tài chính, Marketing số, Kỹ năng mềm, Marketing cơ bản, Tin học cơ bản, Giáo dục thể chất, Quản trị nhân sự, Thương mại điện tử","Fintech, Khởi nghiệp, Marketing số"
SV10587,Răng - Hàm - Mặt,6.9,"Hóa sinh y học, Vi sinh y học, Y học dự phòng, Triết học Mác-Lênin, Y học cổ truyền, Bệnh học ngoại khoa, Tin học cơ bản, Miễn dịch học, Giáo dục quốc phòng - An ninh, Tiếng Anh chuyên ngành, Tư duy logic và giải quyết vấn đề, Dược lâm sàng, Dinh dưỡng học, Giải tích, Dược lý lâm sàng, Giáo dục thể chất, Xác suất thống kê, Sinh lý học","Quản trị dự án, Thương mại điện tử, Internet of Things, Robot học, Fintech"
SV10588,Thương mại điện tử,8.5,"Lập trình C/C++, Triết học Mác-Lênin, Học sâu, Kỹ thuật phần mềm nâng cao, Giải tích, Cloud Computing - AWS/Azure, Cấu trúc dữ liệu và Giải thuật, Xác suất thống kê, Kỹ năng mềm, Giáo dục thể chất, Mật mã học, Toán cao cấp, Phát triển game, Lập trình di động iOS/Android, Phát triển ứng dụng di động, Học máy, Phân tích và thiết kế hệ thống, Hệ điều hành, Quản lý dự án CNTT, Big Data và Hadoop, Tiếng Anh chuyên ngành, Trí tuệ nhân tạo, Lập trình Java, Thị giác máy tính, Tư tưởng Hồ Chí Minh, Lập trình Python, Cyber Security nâng cao, Blockchain cơ bản, Tin học cơ bản, Machine Learning với TensorFlow, Phát triển phần mềm doanh nghiệp, An ninh mạng cơ bản","Internet of Things, Phát triển ứng dụng di động, Khoa học dữ liệu"
SV10589,Y khoa,6.8,"Xác suất thống kê, Giải phẫu học, Hóa sinh y học, Toán cao cấp, Giáo dục quốc phòng - An ninh, Dược lâm sàng, Dược lý lâm sàng, Miễn dịch học, Tư tưởng Hồ Chí Minh, Dược lý học, Tin học cơ bản, Tiếng Anh chuyên ngành, Giải tích, Tư duy logic và giải quyết vấn đề, Bệnh học nội khoa, Bệnh học truyền nhiễm, Bệnh học ngoại khoa, Giáo dục thể chất, Y học cổ truyền, Kỹ năng mềm, Vi sinh y học, Sinh lý học, Y học dự phòng",Vẽ tranh
SV10590,Thiết kế đồ họa,7.8,"Giải tích, Tin học cơ bản, Toán cao cấp, Môn tự chọn 9, Môn tự chọn 3, Triết học Mác-Lênin, Môn tự chọn 10, Tư tưởng Hồ Chí Minh, Môn tự chọn 8, Giáo dục quốc phòng - An ninh, Xác suất thống kê, Giáo dục thể chất, Môn tự chọn 11, Tư duy logic và giải quyết vấn đề, Môn tự chọn 7, Tiếng Anh chuyên ngành, Kỹ năng mềm, Môn tự chọn 13, Môn tự chọn 2, Môn tự chọn 6, Môn tự chọn 1, Môn tự chọn 4, Môn tự chọn 5, Môn tự chọn 12","Đọc sách, Yoga, Ẩm thực, Thơ ca, Âm nhạc"
SV10591,Logistics và Quản lý chuỗi cung ứng,7.2,"Hệ điều hành, Tư tưởng Hồ Chí Minh, Hệ thống nhúng, Phát triển game, Thị giác máy tính, Lập trình web nâng cao, DevOps và CI/CD, Kỹ năng mềm, Lập trình Java, Phát triển phần mềm doanh nghiệp, Tin học cơ bản, Internet of Things, Quản lý dự án CNTT, Cấu trúc dữ liệu và Giải thuật, Trí tuệ nhân tạo, Lập trình Python, Học máy, Lập trình C/C++, Cloud Computing - AWS/Azure, Tiếng Anh chuyên ngành, Phân tích và thiết kế hệ thống, Triết học Mác-Lênin, Phát triển ứng dụng web, Machine Learning với TensorFlow, Tư duy logic và giải quyết vấn đề, Blockchain cơ bản, An ninh mạng cơ bản, Mạng máy tính, An toàn thông tin, Lập trình di động iOS/Android, Xử lý ngôn ngữ tự nhiên","Game Development, Machine Learning, Khoa học dữ liệu, Diễn thuyết"
SV10592,Trí tuệ nhân tạo và Học máy,8.2,"DevOps và CI/CD, Học máy, Hệ điều hành, Giải tích, Giáo dục thể chất, Thiết kế giao diện người dùng, Toán cao cấp, Lập trình hướng đối tượng, Tư tưởng Hồ Chí Minh, Tiếng Anh chuyên ngành, Xử lý ngôn ngữ tự nhiên, Phát triển phần mềm doanh nghiệp, Lập trình C/C++, Hệ thống nhúng, Phát triển ứng dụng web, Lập trình di động iOS/Android, Tin học cơ bản, Cấu trúc dữ liệu và Giải thuật, Học sâu","Cloud Computing, Phát triển ứng dụng di động"
SV10593,Kỹ thuật điện tử - Viễn thông,8,"Điện tử số, Xác suất thống kê, Môn tự chọn 2, Xử lý tín hiệu số, Anten và sóng điện từ, Truyền thông quang, Đo lường điện tử, Hệ thống điều khiển tự động, Môn tự chọn 1, Tin học cơ bản, Kỹ năng mềm, Tư duy logic và giải quyết vấn đề, Giáo dục thể chất, Truyền thông vô tuyến, Điện tử công suất, Toán cao cấp, Điện tử năng lượng, Hệ thống nhúng nâng cao, Giải tích, Điện tử viễn thông, Giáo dục quốc phòng - An ninh, Hệ thống điện tử nhúng, Kỹ thuật radar, Truyền thông số, Mạng không dây, Tư tưởng Hồ Chí Minh, Mạng viễn thông, Tiếng Anh chuyên ngành, Điện tử cơ bản, Triết học Mác-Lênin, Kỹ thuật vi mạch","Internet of Things, Cloud Computing, DevOps"
SV10594,Khoa học máy tính,8.7,"Thị giác máy tính, Giáo dục quốc phòng - An ninh, Machine Learning với TensorFlow, Lập trình web nâng cao, Hệ thống phân tán, Mạng máy tính, Kỹ thuật phần mềm nâng cao, Giáo dục thể chất, Tư tưởng Hồ Chí Minh, Hệ điều hành, Phát triển ứng dụng web, Tư duy logic và giải quyết vấn đề, Lập trình di động iOS/Android, Mật mã học, Quản lý dự án CNTT, Toán cao cấp, Phát triển game, Trí tuệ nhân tạo, Lập trình Java, Xử lý ngôn ngữ tự nhiên, An toàn thông tin, Triết học Mác-Lênin, Cyber Security nâng cao, Cloud Computing - AWS/Azure, Kỹ năng mềm, DevOps và CI/CD","Lập trình, Thiết kế UI/UX, Khoa học dữ liệu, Phát triển web, Machine Learning"
SV10595,Khoa học máy tính,7.2,"Phát triển ứng dụng web, Tiếng Anh chuyên ngành, Hệ điều hành, Lập trình Python, Giáo dục quốc phòng - An ninh, Phân tích và thiết kế hệ thống, Hệ thống nhúng, Xác suất thống kê, Blockchain cơ bản, DevOps và CI/CD, Lập trình di động iOS/Android, Triết học Mác-Lênin, Tin học cơ bản, Tư tưởng Hồ Chí Minh, Trí tuệ nhân tạo, Mạng máy tính, Cloud Computing - AWS/Azure, Xử lý ngôn ngữ tự nhiên, Phát triển ứng dụng di động, Machine Learning với TensorFlow, Thị giác máy tính, Học máy, Cơ sở dữ liệu, Cấu trúc dữ liệu và Giải thuật, Học sâu, Quản lý dự án CNTT, Lập trình hướng đối tượng, Mật mã học, An ninh mạng cơ bản, Internet of Things, Phát triển game, Kỹ năng mềm, Hệ thống phân tán, Lập trình C/C++, Lập trình Java, Kỹ thuật phần mềm nâng cao, Phát triển phần mềm doanh nghiệp, Tư duy logic và giải quyết vấn đề, Cyber Security nâng cao",Cloud Computing
SV10596,An ninh mạng,7.4,"Machine Learning với TensorFlow, Kiểm thử phần mềm, Mạng máy tính, Lập trình Java, Quản lý dự án CNTT, Thị giác máy tính, Học sâu, DevOps và CI/CD, Blockchain cơ bản, Lập trình web nâng cao, Xử lý ngôn ngữ tự nhiên, Xác suất thống kê, Hệ điều hành, Giáo dục thể chất, Thiết kế giao diện người dùng, Lập trình C/C++, An ninh mạng cơ bản, Cấu trúc dữ liệu và Giải thuật, Giải tích, Tư tưởng Hồ Chí Minh, Phát triển phần mềm doanh nghiệp, Giáo dục quốc phòng - An ninh, Hệ thống nhúng, Học máy, Lập trình Python, Triết học Mác-Lênin, Phát triển ứng dụng di động, Big Data và Hadoop, Cloud Computing - AWS/Azure, Kỹ năng mềm, Internet of Things, Tiếng Anh chuyên ngành, Cơ sở dữ liệu, Hệ thống phân tán, An toàn thông tin, Phát triển game",Khoa học dữ liệu
SV10597,Răng - Hàm - Mặt,6.7,"Giáo dục quốc phòng - An ninh, Tin học cơ bản, Miễn dịch học, Tư tưởng Hồ Chí Minh, Dược lâm sàng, Bệnh học nội khoa, Tiếng Anh chuyên ngành, Giải phẫu học, Hóa sinh y học, Dược lý học, Tư duy logic và giải quyết vấn đề, Sinh lý học, Toán cao cấp, Bệnh học ngoại khoa, Dinh dưỡng học, Vi sinh y học, Y học cổ truyền, Giải tích","Khởi nghiệp, Game Development, Thiết kế UI/UX, Làm video, Đầu tư"
SV10598,Kỹ thuật điện tử - Viễn thông,7.3,"Truyền thông quang, Toán cao cấp, Mạng viễn thông, Kỹ thuật vi mạch, Đo lường điện tử, Điện tử số, Truyền thông số, Giáo dục quốc phòng - An ninh, Tư tưởng Hồ Chí Minh, Triết học Mác-Lênin, Xác suất thống kê, Hệ thống điện tử nhúng, Hệ thống nhúng nâng cao, Kỹ năng mềm, Giáo dục thể chất, Kỹ thuật radar, Truyền thông vô tuyến, Xử lý tín hiệu số","Làm video, Internet of Things"
SV10599,Kỹ thuật môi trường,8.1,"Hóa phân tích môi trường, Môn tự chọn 8, Môn tự chọn 5, Kỹ thuật nhiệt hóa học, Giáo dục quốc phòng - An ninh, Xử lý nước thải, Tiếng Anh chuyên ngành, Môn tự chọn 2, Giáo dục thể chất, Toán cao cấp, Môn tự chọn 6, Môn tự chọn 3, Kỹ thuật môi trường, Kỹ thuật phản ứng hóa học, Tư duy logic và giải quyết vấn đề, Xác suất thống kê, Hóa học công nghiệp, Môn tự chọn 11, Giải tích, Môn tự chọn 10, Môn tự chọn 12, Triết học Mác-Lênin, Công nghệ xử lý nước, Kỹ thuật polymer, Tư tưởng Hồ Chí Minh, Kỹ năng mềm, Môn tự chọn 13, Tin học cơ bản, Kỹ thuật hóa học, Xử lý chất thải rắn, Môn tự chọn 1, Môn tự chọn 4, Môn tự chọn 7, Ô nhiễm không khí, Môn tự chọn 9","Thiết kế UI/UX, Phát triển web, Phân tích dữ liệu, Internet of Things, Khoa học dữ liệu"
SV10600,Thương mại điện tử,8.5,"Cloud Computing - AWS/Azure, Hệ thống phân tán, Mạng máy tính, Học máy, Phát triển phần mềm doanh nghiệp, Phát triển ứng dụng web, Machine Learning với TensorFlow, Lập trình Python, Cơ sở dữ liệu, An ninh mạng cơ bản, Cấu trúc dữ liệu và Giải thuật, Quản lý dự án CNTT, Big Data và Hadoop, Triết học Mác-Lênin, Tư tưởng Hồ Chí Minh, Tin học cơ bản, Hệ thống nhúng, An toàn thông tin, Thiết kế giao diện người dùng, Phân tích và thiết kế hệ thống, Internet of Things, Lập trình di động iOS/Android, Lập trình web nâng cao, Lập trình Java, Tiếng Anh chuyên ngành, Tư duy logic và giải quyết vấn đề, Mật mã học, Cyber Security nâng cao, Hệ điều hành, Phát triển ứng dụng di động","Internet of Things, Blockchain, Phát triển ứng dụng di động"
SV10601,Quan hệ quốc tế,6.8,"Tư duy logic và giải quyết vấn đề, Quản lý dự án CNTT, Lập trình Java, Cấu trúc dữ liệu và Giải thuật, Cơ sở dữ liệu, Internet of Things, Giáo dục quốc phòng - An ninh, DevOps và CI/CD, Hệ điều hành, Lập trình di động iOS/Android, Xử lý ngôn ngữ tự nhiên, Kỹ thuật phần mềm nâng cao, An toàn thông tin, Giải tích, Blockchain cơ bản, Lập trình web nâng cao, Giáo dục thể chất, Tin học cơ bản, Phát triển ứng dụng web, Phân tích và thiết kế hệ thống, Xác suất thống kê, Kiểm thử phần mềm, Hệ thống nhúng, Thiết kế giao diện người dùng, Tiếng Anh chuyên ngành, Kỹ năng mềm, Lập trình Python, Lập trình hướng đối tượng, Triết học Mác-Lênin, Mật mã học, Phát triển ứng dụng di động, Toán cao cấp, Cloud Computing - AWS/Azure, Trí tuệ nhân tạo","Game Development, Trí tuệ nhân tạo, Big Data, Blockchain"
SV10602,Kiến trúc,8.6,"Giáo dục thể chất, Môn tự chọn 9, Thiết kế kiến trúc nội thất, Môn tự chọn 12, Môn tự chọn 7, Môn tự chọn 8, Kết cấu thép, Môn tự chọn 10, Triết học Mác-Lênin, Môn tự chọn 3, Môn tự chọn 2, Thiết kế đô thị, Tin học cơ bản, Tư duy logic và giải quyết vấn đề, Tư tưởng Hồ Chí Minh, Công trình ngầm, Môn tự chọn 14, Giải tích, Môn tự chọn 13, Cầu và đường, Giáo dục quốc phòng - An ninh, Kỹ thuật xây dựng, Môn tự chọn 6, Cơ sở hạ tầng đô thị, Tiếng Anh chuyên ngành, Môn tự chọn 15, Quản lý dự án xây dựng, Kỹ thuật địa kỹ thuật, Môn tự chọn 4, Kiến trúc cảnh quan, Môn tự chọn 1, Kết cấu bê tông cốt thép, Kỹ năng mềm, Vật liệu xây dựng, Xác suất thống kê, Toán cao cấp, Môn tự chọn 5, Môn tự chọn 11","Robot học, Game Development, Machine Learning, Blockchain"
SV10603,Sư phạm Toán,9.1,"Toán rời rạc, Tư tưởng Hồ Chí Minh, Hình học giải tích, Môn tự chọn 12, Toán cao cấp, Tư duy logic và giải quyết vấn đề, Môn tự chọn 10, Môn tự chọn 18, Giáo dục thể chất, Môn tự chọn 19, Môn tự chọn 14, Môn tự chọn 11, Môn tự chọn 13, Tiếng Anh chuyên ngành, Lý thuyết số, Môn tự chọn 5, Giải tích, Kỹ năng mềm, Môn tự chọn 17, Môn tự chọn 2, Môn tự chọn 8, Bài tập toán nâng cao, Môn tự chọn 16, Môn tự chọn 1, Tin học cơ bản, Môn tự chọn 4, Toán học sơ cấp, Môn tự chọn 15, Giáo dục quốc phòng - An ninh, Môn tự chọn 9, Xác suất thống kê, Đại số tuyến tính, Môn tự chọn 6, Dạy học toán phổ thông, Phương pháp giảng dạy Toán, Môn tự chọn 3, Triết học Mác-Lênin, Môn tự chọn 7, Toán học ứng dụng","Đọc sách, Diễn thuyết, Học ngoại ngữ"
SV10604,Công nghệ sinh học,8.1,"Kỹ thuật y sinh, Môn tự chọn 7, Môn tự chọn 9, Tin học cơ bản, Giáo dục quốc phòng - An ninh, Giải tích, Kỹ thuật mô sinh học, Công nghệ sinh học ứng dụng, Môn tự chọn 11, Tư tưởng Hồ Chí Minh, Công nghệ gen, Môn tự chọn 17, Toán cao cấp, Vật liệu sinh học, Triết học Mác-Lênin, Môn tự chọn 13, Hình ảnh y khoa, Môn tự chọn 3, Kỹ thuật tế bào, Tiếng Anh chuyên ngành, Môn tự chọn 2, Môn tự chọn 14, Môn tự chọn 1, Sinh học phân tử, Xác suất thống kê, Kỹ năng mềm, Môn tự chọn 16, Môn tự chọn 6, Môn tự chọn 4, Tư duy logic và giải quyết vấn đề, Môn tự chọn 15, Môn tự chọn 8, Công nghệ nano y sinh, Môn tự chọn 5, Thiết bị y tế, Giáo dục thể chất, Môn tự chọn 12, Môn tự chọn 10","Thiết kế UI/UX, Game Development"
